Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
bizyze; RO;4;0%;1.2;1.5;6.3;6.3;1.0;238;75%;8.8;204;2.19;1.08;0.22;0.28;-246;-1;-548;25%;0%;0;-
bobista; CZ;31;80.6%;4.5;4.6;2.6;7.2;8.2;441;58.6%;23.5;747;0.84;0.42;0.1;0.09;583;9;279;16.1%;6.5%;0;23
buffi; PL;17;41.2%;4.0;4.6;2.9;7.0;8.4;409;77.2%;28.8;792;0.7;0.32;0.11;0.09;-145;-5;-161;5.9%;17.6%;0;1
c0st0m; DK;19;42.1%;3.3;3.3;2.8;5.8;8.1;392;62%;28.4;689;0.85;0.29;0.16;0.1;-414;-4;-126;10.5%;15.8%;0;5
camilo; UY;13;7.7%;2.1;2.8;4.4;6.3;6.1;335;66.7%;17.0;451;1.34;0.25;0.33;0.21;-234;1;-124;23.1%;23.1%;0;2
charlotte; CN;10;30%;2.1;2.1;2.7;3.7;8.8;377;61.5%;23.1;497;1.17;0.48;0.21;0.21;-454;-;-;-;-;-;-
chef; TR;17;41.2%;2.5;2.2;3.8;7.0;6.1;340;66.6%;16.9;445;1.34;0.23;0.32;0.21;-79;-7;-248;35.3%;17.6%;0;2
chico; JP;16;37.5%;3.2;4.2;3.6;7.6;7.8;390;62.8%;24.9;780;1.14;0.43;0.29;0.16;-336;-5;-157;18.8%;0%;0;3
chillguys; TW;41;68.3%;4.3;5.8;3.1;7.6;8.1;448;58.9%;25.1;840;0.89;0.37;0.21;0.08;47;-2;34;34.1%;4.9%;0;21
choego; PL;27;59.3%;5.0;4.8;2.5;7.5;8.7;431;64.6%;25.1;679;0.83;0.32;0.2;0.05;221;2;20;25.9%;0%;0;8
cody; CL;16;31.3%;2.1;2.2;2.9;3.9;8.6;376;59.1%;27.7;554;1.3;0.64;0.2;0.36;51;4;174;18.8%;12.5%;0;11
czypsy; PL;22;50%;2.7;1.2;4.7;11.5;1.0;251;75.6%;8.5;244;3.46;1.81;0.38;0.44;-3;1;-106;22.7%;9.1%;0;-
deokdam; KR;57;59.6%;5.4;4.6;2.1;6.8;8.8;426;72%;26.4;698;1.14;0.43;0.3;0.12;-139;-6;-35;36.8%;1.8%;0;8
doom; BR;14;71.4%;4.2;3.3;3.3;10.4;5.8;354;69.4%;15.2;455;1.66;0.4;0.38;0.35;-154;0;-76;50%;7.1%;0;-
eXyu; US;15;6.7%;1.1;1.1;4.6;3.9;5.6;306;70.2%;15.5;349;1.28;0.29;0.27;0.27;-416;-12;-626;6.7%;20%;0;-
eaRyz; FR;24;58.3%;4.9;3.9;2.8;10.0;5.9;379;71.6%;16.6;478;1.15;0.27;0.2;0.23;-2;-5;-17;37.5%;8.3%;0;2
escoX; ES;9;33.3%;2.9;0.4;3.8;10.6;1.0;241;75.8%;8.0;209;3.6;1.74;0.46;0.37;-206;-4;-401;22.2%;11.1%;0;-
fNb; BR;20;45%;3.7;3.6;2.4;5.2;8.5;414;55.4%;24.5;659;1.02;0.42;0.17;0.14;52;-1;-15;5%;10%;0;4
frajgo; PL;39;61.5%;2.4;4.1;4.1;5.6;8.3;422;53.7%;25.2;714;0.84;0.25;0.17;0.1;196;4;23;23.1%;20.5%;0;28
frosty; BR;20;45%;3.6;0.7;3.3;11.0;1.1;252;77.1%;7.5;200;3.63;1.79;0.45;0.55;233;1;-50;35%;5%;0;-
gotae;;15;33.3%;1.4;2.6;4.5;3.5;7.4;363;45.8%;27.2;684;0.6;0.26;0.08;0.06;59;10;205;6.7%;20%;0;14
gtrik; SI;10;50%;2.6;4.0;4.0;6.3;8.0;405;55.9%;26.5;698;0.77;0.39;0.1;0.07;-180;-8;-182;20%;10%;0;3
hammerul; RO;4;0%;1.2;3.5;6.0;3.8;5.5;350;77.8%;18.3;407;0.88;0.16;0.22;0.16;-576;-6;-628;0%;25%;0;1
handm; SA;15;26.7%;2.2;3.2;3.9;5.5;7.6;392;52.6%;27.4;781;0.69;0.27;0.09;0.07;-168;-8;-193;20%;13.3%;0;17
hatinyang;;9;44.4%;1.9;2.8;5.4;7.4;6.4;350;61.8%;18.7;479;1.23;0.3;0.25;0.21;-1020;-15;-677;11.1%;44.4%;0;-
hetel; JP;23;69.6%;3.6;0.3;3.5;12.3;1.1;250;70.4%;7.0;187;3.29;1.72;0.37;0.5;-201;1;-171;13%;13%;0;-
history;;18;50%;3.8;5.3;3.3;7.2;7.9;409;64.8%;27.0;775;0.87;0.38;0.24;0.09;243;-3;36;16.7%;5.6%;0;1
iBo; PL;14;28.6%;2.4;4.4;4.6;6.9;7.6;397;60.4%;26.4;776;1.07;0.38;0.22;0.1;451;15;503;28.6%;14.3%;0;7
iLevi; AL;16;43.8%;2.6;0.7;4.1;10.0;1.1;247;83.9%;8.1;220;3.44;1.67;0.4;0.46;117;0;69;62.5%;12.5%;0;-
iana; RO;7;57.1%;3.4;0.4;3.6;11.9;1.0;243;66.1%;7.8;190;2.58;1.26;0.28;0.26;-275;-3;-227;42.9%;0%;0;1
ianshaka; AR;31;64.5%;5.5;5.0;2.1;6.8;9.2;444;69.5%;26.6;742;1.09;0.4;0.27;0.12;452;11;114;29%;0%;0;2
iwanan; PL;21;47.6%;3.9;4.2;2.7;6.2;9.0;431;62%;28.5;756;0.69;0.22;0.16;0.03;267;5;194;9.5%;4.8%;0;15
jactroll; PL;34;58.8%;3.0;1.4;4.7;12.8;0.8;260;73.7%;9.5;270;3.08;1.59;0.27;0.36;132;-1;191;35.3%;17.6%;0;4
jjs156; NL;19;42.1%;2.1;3.1;3.6;4.4;7.8;383;48.1%;24.0;553;0.82;0.31;0.12;0.11;-202;-3;95;21.1%;10.5%;0;18
jojopyun; CA;48;54.2%;3.4;2.8;2.6;6.1;9.0;407;62.5%;26.1;617;1.15;0.45;0.22;0.17;28;3;-102;18.8%;10.4%;0;8
jokaa; DE;14;28.6%;2.1;2.9;4.4;6.3;5.9;345;68.6%;18.1;472;1.23;0.33;0.24;0.18;-312;-8;-289;35.7%;0%;0;1
justcan; TR;22;54.5%;2.5;0.5;4.3;10.4;1.0;245;68.6%;7.9;194;3.55;1.78;0.45;0.45;-45;-0;126;22.7%;31.8%;0;1
kahura; TR;2;0%;1.0;2.0;6.0;4.0;5.7;317;40%;19.0;463;0.52;0.2;0.1;0.0;-1284;-30;-495;0%;0%;0;-
kaylem; RO;21;57.1%;2.9;3.4;2.9;4.9;7.5;388;50.5%;21.2;541;0.9;0.38;0.18;0.13;41;-4;45;0%;14.3%;0;7
kingen; KR;48;50%;2.5;2.9;3.0;4.7;8.1;403;57.2%;25.8;670;1.05;0.36;0.2;0.19;200;4;182;8.3%;8.3%;0;16
kkero; TR;18;44.4%;2.7;0.8;4.2;10.3;1.0;243;69.1%;8.2;183;3.22;1.62;0.35;0.49;-142;-4;-237;33.3%;16.7%;0;-
kkkkkkkkk; JP;17;52.9%;2.6;3.4;3.2;5.0;7.8;399;58.1%;26.7;687;0.84;0.29;0.16;0.15;311;14;263;11.8%;11.8%;0;14
kngo; VN;5;0%;0.9;1.6;4.2;2.2;7.5;341;32.8%;20.6;427;1.12;0.32;0.27;0.07;-185;5;145;0%;0%;0;3
koisi; JP;1;0%;1.3;0.0;4.0;5.0;1.2;226;100%;6.0;126;3.24;1.65;0.38;0.55;-96;-4;493;100%;0%;0;-
konseki; BR;5;0%;1.1;0.4;4.6;4.8;1.0;220;76.2%;7.5;157;3.56;1.6;0.47;0.38;-152;-7;-286;40%;20%;0;1
koubee; CZ;23;34.8%;2.7;2.8;3.1;5.7;8.6;397;60.7%;24.3;625;0.77;0.26;0.16;0.12;-558;-6;-239;8.7%;8.7%;0;-
kumuo;;6;33.3%;2.7;4.2;4.3;7.3;7.8;402;59.1%;19.8;655;0.91;0.36;0.21;0.08;-382;-6;-477;33.3%;16.7%;0;-
kurahuto; JP;24;66.7%;3.3;0.8;4.8;15.1;1.0;258;72.4%;9.5;299;3.13;1.54;0.36;0.46;-27;-2;-15;33.3%;12.5%;0;-
many; PL;32;59.4%;3.4;3.7;2.7;5.5;8.6;420;56.2%;26.9;718;0.93;0.35;0.19;0.16;390;7;401;25%;12.5%;1;13
marlon; PL;18;44.4%;3.1;0.8;4.2;12.2;1.0;244;73.9%;8.2;224;3.29;1.72;0.39;0.44;-97;-5;-204;22.2%;0%;0;-
meiko; CN;75;58.7%;3.4;0.7;3.7;11.8;1.0;250;75.4%;7.2;196;3.58;1.76;0.42;0.49;-86;-;-;-;-;-;-
mihai; RO;31;61.3%;6.0;4.9;2.1;7.4;9.3;450;67.7%;25.5;780;1.05;0.43;0.23;0.12;57;2;61;16.1%;9.7%;0;5
milkyway; CN;20;30%;2.5;2.1;3.5;6.8;6.5;345;75.4%;16.4;386;1.38;0.3;0.35;0.25;-319;-;-;-;-;-;-
minemaciek; PL;39;61.5%;3.1;0.9;4.2;12.0;1.0;257;69.4%;8.1;233;3.56;1.81;0.4;0.46;35;-0;-51;23.1%;10.3%;0;1
monkaS; TR;17;41.2%;2.7;0.6;4.0;10.1;0.9;237;73.6%;7.5;183;3.05;1.4;0.37;0.34;68;-1;-14;52.9%;0%;0;-
motimotti11;;6;0%;1.1;1.5;3.8;2.8;8.7;377;56.2%;23.0;498;0.72;0.32;0.17;0.09;-462;-6;-420;33.3%;0%;0;-
naiyou; CN;13;69.2%;5.2;4.8;2.5;8.0;7.0;390;76.5%;17.9;522;1.7;0.33;0.42;0.29;18;-;-;-;-;-;-
noname; GB;19;36.8%;2.8;1.9;3.6;8.2;5.8;334;67.7%;14.9;369;1.25;0.28;0.27;0.22;-190;-10;-412;63.2%;5.3%;0;1
noz2k; DE;25;44%;3.3;4.4;3.0;5.6;9.1;432;66.4%;29.1;729;1.09;0.4;0.31;0.1;-188;-2;-79;12%;24%;0;6
nuc; FR;21;38.1%;4.1;3.2;2.6;7.4;8.4;405;70%;26.7;689;1.07;0.35;0.22;0.22;-13;-3;-99;23.8%;0%;0;3
odi11; PL;27;51.9%;5.1;5.9;2.4;6.3;8.8;439;67.7%;27.5;830;0.78;0.3;0.2;0.08;-361;-5;-34;11.1%;3.7%;0;4
p1ng;;18;50%;2.7;4.6;3.6;5.3;8.1;423;51.2%;23.9;698;0.81;0.35;0.12;0.08;266;3;-111;16.7%;16.7%;0;18
playcool; VN;39;56.4%;3.5;4.1;2.8;6.0;8.7;413;56.8%;22.7;625;1.16;0.41;0.24;0.22;154;5;69;20.5%;0%;0;10
popon; JP;6;33.3%;2.3;2.0;4.7;8.8;5.1;314;70.5%;11.4;331;1.17;0.33;0.23;0.29;-613;-18;-423;33.3%;33.3%;0;2
pr1me; TR;15;20%;2.0;2.9;4.0;4.9;8.2;411;52.5%;23.8;586;0.61;0.33;0.06;0.02;112;3;178;20%;20%;0;9
rakii; JP;17;52.9%;4.7;4.8;2.4;6.3;8.2;412;67.3%;28.7;731;0.69;0.26;0.2;0.03;84;-2;-27;17.6%;17.6%;0;1
robocop; CZ;32;59.4%;3.8;3.2;2.1;5.0;8.2;397;46.3%;21.9;583;1.0;0.4;0.15;0.17;158;4;344;9.4%;9.4%;0;18
rre; JP;24;66.7%;4.7;5.6;3.2;9.5;7.1;398;68.6%;24.5;805;0.96;0.29;0.24;0.15;-16;-4;-161;25%;4.2%;0;14
rururu;;4;25%;3.2;1.8;2.3;5.5;7.5;359;61.7%;21.0;518;0.81;0.35;0.15;0.09;-972;-21;-76;0%;0%;0;-
sajed; US;26;69.2%;7.6;5.2;1.5;6.2;9.6;452;58.6%;26.2;737;0.87;0.29;0.27;0.05;-94;3;99;15.4%;19.2%;0;2
salgueir0; PT;1;0%;1.0;1.0;6.0;5.0;5.4;339;85.7%;14.7;302;0.99;0.13;0.36;0.1;-2114;-31;-1545;0%;0%;0;1
sall; PT;1;0%;0.8;2.0;5.0;2.0;6.0;315;66.7%;9.5;197;1.06;0.14;0.24;0.07;600;-7;-222;100%;0%;0;-
sanghyeon; KR;8;37.5%;3.5;0.9;3.3;10.5;1.1;249;73.5%;7.3;167;3.47;1.88;0.38;0.47;-40;0;-88;12.5%;25%;0;-
sarolu; BR;11;45.5%;2.4;3.7;4.8;8.0;5.6;362;69.4%;17.3;451;1.58;0.34;0.39;0.32;210;-9;-93;27.3%;18.2%;0;2
saru;;5;20%;1.7;2.8;4.6;5.0;6.5;342;55.9%;21.1;448;1.32;0.54;0.22;0.17;-574;-13;-391;20%;0%;0;-
sasi; CN;26;46.2%;3.0;2.7;2.9;6.0;7.7;383;57.3%;20.3;542;0.81;0.33;0.12;0.11;-206;-;-;-;-;-;-
scamber; BR;11;45.5%;3.5;0.8;3.9;12.7;1.1;252;78.1%;6.8;185;3.62;1.94;0.44;0.51;-94;2;-202;18.2%;18.2%;0;-
scary; BR;16;31.3%;2.3;1.9;2.8;4.7;6.2;332;67.9%;14.3;296;1.44;0.3;0.37;0.27;-336;-9;-334;18.8%;0%;0;2
seiya; MX;16;31.3%;4.3;3.9;2.9;8.4;8.0;401;62.3%;24.8;673;1.21;0.45;0.23;0.16;256;3;126;6.3%;12.5%;0;3
shanji; CN;28;35.7%;2.2;2.4;3.7;5.8;7.7;369;56.9%;22.4;578;0.83;0.33;0.12;0.12;-366;-;-;-;-;-;-
sheer; CN;68;41.2%;2.8;2.8;3.1;6.1;7.9;383;57.9%;22.5;565;0.95;0.35;0.15;0.15;-60;-;-;-;-;-;-
shibi; PL;29;69%;4.4;3.7;2.7;8.1;6.7;381;66.2%;15.0;427;1.2;0.21;0.27;0.16;-2;9;331;31%;10.3%;0;6
smifi; PL;15;26.7%;2.4;0.9;4.9;10.9;0.8;235;66.4%;6.9;181;3.24;1.78;0.31;0.47;-85;0;95;20%;6.7%;0;2
socceryakyu;;6;33.3%;2.9;5.0;4.3;7.5;6.7;388;59.6%;20.9;648;0.98;0.21;0.19;0.17;-152;8;354;0%;16.7%;0;5
ss1; JP;15;33.3%;1.5;2.0;4.3;4.6;6.6;342;55.7%;13.9;359;1.21;0.19;0.31;0.16;-461;1;-223;13.3%;20%;0;2
stanik; CZ;31;80.6%;7.7;5.7;1.7;7.7;8.8;446;65.8%;23.2;735;0.81;0.37;0.13;0.09;303;5;164;12.9%;0%;0;12
suyahime;;15;40%;3.5;4.7;3.5;7.5;7.8;400;69.9%;29.1;836;0.98;0.38;0.23;0.12;-74;9;192;26.7%;0%;0;9
svns; PL;17;41.2%;2.9;4.0;3.6;6.5;8.8;420;71%;25.4;693;1.04;0.38;0.29;0.11;-273;-1;-267;23.5%;0%;0;1
tibor; HR;17;29.4%;2.8;5.2;4.4;7.1;7.8;399;68.1%;26.0;705;0.86;0.35;0.15;0.08;-93;-10;-61;35.3%;5.9%;0;3
tiphat; VN;17;29.4%;2.8;3.8;3.9;7.2;6.2;372;73%;17.2;431;1.3;0.32;0.27;0.27;-273;-1;-195;41.2%;5.9%;0;2
tol2; JP;26;57.7%;3.2;3.0;2.9;6.2;7.6;382;44%;19.7;615;0.97;0.44;0.13;0.24;3;-1;140;11.5%;11.5%;0;12
tomson; CL;2;0%;1.0;1.5;2.0;0.5;8.0;338;36.7%;22.7;396;0.98;0.45;0.13;0.13;-622;-23;-796;0%;0%;0;-
toraneko;;15;40%;2.5;0.8;4.9;11.4;1.1;248;72.5%;8.7;243;3.19;1.66;0.39;0.51;30;-0;-114;26.7%;6.7%;0;1
twohoyrz; BG;14;28.6%;3.0;4.9;4.3;8.1;7.6;397;70.5%;27.4;814;1.22;0.51;0.2;0.19;66;5;279;14.3%;21.4%;0;-
uZent; BR;8;100%;6.6;1.5;3.1;19.1;1.2;290;83.3%;8.5;277;3.7;1.78;0.48;0.52;294;-2;358;87.5%;0%;0;-
uden; PL;5;0%;1.4;0.2;6.0;8.2;0.8;216;73%;7.6;196;2.82;1.49;0.26;0.29;-620;-5;-55;40%;20%;0;-
udon;;9;0%;1.7;2.0;3.8;4.3;7.1;343;51.1%;21.2;444;1.02;0.3;0.22;0.1;-144;-6;-99;0%;0%;0;1
uroskg; RS;10;0%;1.2;3.3;5.9;3.7;5.7;336;77.9%;22.1;434;0.76;0.15;0.15;0.1;-562;-16;-838;20%;0%;0;3
uwaaaa;;9;0%;1.6;1.8;5.0;6.2;6.7;322;66.3%;21.6;442;1.0;0.44;0.16;0.28;-446;-13;-383;22.2%;11.1%;0;-
v1SaG3; BG;6;33.3%;1.3;1.7;3.0;2.3;8.0;369;31.4%;21.7;540;0.65;0.36;0.05;0.03;508;13;635;0%;16.7%;0;2
velbellys;;4;0%;1.0;1.3;4.0;2.8;7.2;330;58%;20.0;404;0.92;0.44;0.16;0.23;-584;-18;-640;25%;50%;0;-
whisper; CN;24;45.8%;3.3;6.9;4.7;8.6;6.7;434;71.8%;21.8;711;1.2;0.27;0.23;0.21;519;7;424;20.8%;8.3%;0;9
whiteinn; RO;51;64.7%;3.5;0.8;4.0;13.2;0.9;254;75.1%;8.1;220;3.3;1.69;0.36;0.43;-129;-2;-93;39.2%;19.6%;0;3
xKenzuke; DE;22;72.7%;5.0;4.1;2.6;8.9;8.8;431;67.8%;27.4;769;1.12;0.4;0.23;0.14;275;5;136;18.2%;9.1%;0;8
xiaofang; CN;6;100%;11.9;4.3;1.3;11.5;7.0;412;84.1%;16.4;471;1.4;0.31;0.23;0.27;233;-;-;-;-;-;-
xiaohu; CN;67;46.3%;3.8;3.1;2.6;6.9;8.2;393;69.9%;24.2;593;1.12;0.33;0.28;0.16;-12;-;-;-;-;-;-
xiaohuangren; CN;24;25%;1.8;2.3;3.8;4.7;6.8;355;64.6%;16.7;410;1.36;0.32;0.3;0.31;-214;-;-;-;-;-;-
xiaomi; CN;11;36.4%;3.1;5.3;4.8;9.7;6.3;392;63.3%;18.8;578;1.16;0.29;0.17;0.27;77;-4;-186;36.4%;9.1%;0;2
xiaoxiang; CN;9;77.8%;8.1;4.2;2.1;12.8;8.2;421;66.5%;22.1;742;1.09;0.5;0.2;0.27;79;-1;219;22.2%;0%;0;2
xqw; CN;26;46.2%;2.9;2.7;3.5;7.3;8.0;384;68.6%;26.8;724;1.08;0.36;0.24;0.16;-189;-;-;-;-;-;-
xyno; BR;11;45.5%;4.2;3.6;2.6;7.5;8.2;408;62.6%;23.6;626;1.11;0.41;0.19;0.26;-61;-1;-115;9.1%;0%;0;2
yukin0; CN;2;50%;1.7;4.5;5.5;5.0;9.1;423;33.7%;16.6;507;0.92;0.27;0.31;0.04;-1178;-9;-650;0%;0%;0;-
zorenous; AU;4;25%;1.4;1.8;3.5;3.3;7.8;356;55.7%;26.5;584;1.01;0.42;0.2;0.15;-15;2;-210;25%;25%;0;1
zynts; BR;8;100%;5.3;4.8;2.5;8.5;8.4;448;54.4%;24.8;787;1.21;0.47;0.22;0.24;352;5;265;0%;0%;0;4
zzeta; VN;5;0%;1.2;2.4;4.8;3.4;8.9;413;49.1%;28.3;602;0.92;0.3;0.24;0.15;-381;-13;-579;0%;20%;0;3
